name,artist,track_popularity,artist_popularity,artist_total_followers,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,hit,recent,days_since_release
Getaway Car,Yoe Mase,38,0.6085548401809572,-0.1121077395083808,2022-07-01,-0.5162635210678735,1.3405361069953843,D,0.9748810692187084,major,0.9528581299566946,-0.9648596316696758,-0.5483838212799291,-0.7597745871591273,0.0013671986185751338,2.0101124245785806,-0.05759562728538194,4/4,True,False,60
God of Revival - Acoustic,Phil Wickham,38,1.788990473738327,0.6935433687600321,2022-03-25,-0.9912013814152886,-0.9407661733814163,C_sharp,-0.9222351296705,major,-0.46218313145470147,-0.8160023810001095,-0.5486728396095292,0.9186620628275618,-1.4013996928069257,0.764740083598138,2.04998686851505,4/4,True,False,158
Open Up,Mack Keane,43,0.6085548401809572,-0.14813461891540028,2022-04-06,-0.7895154407198112,0.6976642315075969,D_sharp,1.1005160909024692,minor,-0.05931930728387849,0.22616335213325886,-0.5455874662094148,0.40568477882119386,0.3083556976539431,0.07781042930906937,0.007823898347587772,3/4,False,False,146
When It Rains It Pours,Thelma Plum,49,1.1706670466368476,-0.03423297036315434,2022-07-13,1.350957929887032,1.1039235417116846,A_sharp,0.3409579532718886,minor,-0.456448415096398,-0.11313194330143987,-0.4959372676208926,0.9624528065842026,1.1227279659283218,0.07853420246345555,0.4441342883129312,4/4,True,False,48
I'm Him,Pyrex Pryce,44,0.21507629566183384,-0.14826363191238154,2022-07-15,1.9690277481473664,-0.28896552184518753,D,-0.4591099516989893,major,1.1392364116015592,-0.8944449630639113,-0.5486728396095292,0.8248247547776163,-0.9579718608669496,-0.33549850723372904,-0.7526042182690517,4/4,False,False,46
Weatherman,Eddie Benjamin,68,1.2830894879280257,-0.10938865036548208,2022-02-18,1.461559897365197,-0.6907604440250547,F_sharp,0.5372113531569793,major,-0.4980251086940986,-0.3963968229762802,-0.5486728396095292,0.2993358296979224,1.5533646104084906,-0.8540992050455606,-0.9044660346432605,3/4,False,False,193
Loveology,Regina Spektor,43,1.788990473738327,1.6571035807031496,2022-06-24,-1.0107193756761412,-1.3782761997550494,C,-0.7073691339804079,major,-0.3374530506615997,1.2938540524461182,-0.5486671208819175,-0.5076650195316075,-1.3886085053471187,0.05871660418859646,1.2346254619713601,4/4,False,False,67
SPECCHIO (interludio),ARIETE,47,1.9014129150295052,0.3945585528863095,2022-02-24,1.871437776843103,-1.6372107051598526,G,-1.6286926263279877,major,-0.2901416407055956,1.661164555760746,-0.5486636622502481,-0.9092886979853736,-0.3354674044896759,-0.09641210856816947,-1.5956648781222618,4/4,True,False,187
A House In Nebraska,Ethel Cain,52,1.3393007085736148,-0.07148126629594215,2022-05-12,-1.9605950963709715,-1.0032676057205068,D,0.2665075700518823,major,-0.44211162420063915,0.22616335213325886,-0.5484598426888998,-0.5451999427515856,-0.9792905066332946,0.2423137276845504,3.1251655108226624,4/4,True,False,110
blessing me (with Pa Salieu & Skillibeng),Mura Masa,67,1.9014129150295052,0.7069943760105141,2022-05-25,0.1863842723228222,0.30479808537617153,G_sharp,0.7712373739404553,minor,5.1105274897267545,0.20437374600442498,-0.5486728396095292,-0.7347513050124751,1.480881214802918,2.6998337753202817,-0.6589322086658181,4/4,False,False,97
Naïve - triple j Like A Version,Tyne-James Organ,38,0.383709957598601,-0.1375345184351675,2022-02-18,-1.3165012857628333,0.7780232159435704,F_sharp,0.3546436854814488,major,0.2345849060791774,-0.9488878503772405,-0.5486602721063345,-0.7328745588514762,1.412661548350614,-0.571965536388177,-0.41704467567964254,4/4,True,False,193
