name,artist,track_popularity,artist_popularity,artist_total_followers,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,hit
Bliss,Telquist,43,1.219676078925538,-0.3426856618409045,2022-07-29,1.7971033497209403,-0.2846478429100471,C_sharp,0.09488270764398249,major,0.8612385570235401,0.7402790922278935,-0.5510352652111202,0.5050818551627954,1.473648445083501,0.17253919946319404,-0.38364082124772286,4/4,TRUE
Million Miles of Fun,Drug Church,41,1.219676078925538,1.5985325644007777,2022-03-11,-0.49963578993677715,1.6707199105304475,F,1.5831620608694124,major,0.13942920560201733,-0.9161574572426677,-0.5538851616729146,0.5179529700939589,-0.9557431781099482,-0.267517011686666,-1.0957507077345394,4/4,TRUE
Caroline,Camp Cope,32,0.9465477536679393,2.4856985400188574,2022-03-25,0.7460532349623241,-1.1571803644681626,A_sharp,0.31593351728257146,major,-0.2315405407460961,1.235994152204967,-0.5533886094452263,-0.5310428967958682,-1.1390130724912084,0.1460223304677628,0.2665721278152568,4/4,TRUE
THUMBTAX,Madge,32,0.8782656723535397,-0.3596393332612356,2022-05-11,0.48653468810834444,1.6930925392883478,C_sharp,1.2492283409135017,minor,1.8389882760805834,-0.8326029691459031,-0.5524690682828404,0.9555708777535187,1.4992209884855374,0.9656721643187576,-0.8445965692730385,4/4,TRUE
Drunken Dreams,Camel Power Club,33,1.424522322868737,1.303282777212748,2022-05-20,1.5765125848950583,-1.1034860554492019,C,-0.07846328485804761,major,-0.33075337988570785,0.8587518738576341,2.2251378353159463,-0.06124720180839976,0.4081258033319883,-0.9278248817817168,0.732651420265187,4/4,TRUE
digital love,Drea,8,-1.5116071736504486,-0.6738077726541633,2022-08-19,1.271578292341632,-0.6291863257817132,A_sharp,-0.43902294926227,minor,0.04165423369631302,0.20715157489405947,-0.4316549823773758,-0.8122767580417912,0.25042845235276423,-0.23897096594579975,-0.020810995119315605,4/4,FALSE
Nya,Zara McFarlane,2,0.33200902183834236,0.19060098364498138,2022-01-21,1.0769393822011475,-0.387561935196389,F,-0.4193308445140394,major,0.37236369749501863,0.0543840406872884,1.5576190655840005,-0.7337629569616938,-0.44855440063622826,1.994877488168666,-0.29351415866081326,4/4,FALSE
Confidence,Savannah Cristina,34,1.0831119162967386,0.9980709944192405,2022-06-30,-0.616419136021068,-0.016176297815242543,B,0.31593351728257146,minor,6.296376701193574,0.6373948344968027,-0.5539198998946047,-0.5696562415893589,1.0090805732798416,-1.5425622571699626,-0.20254612971005764,4/4,TRUE
Andere Welt (feat. Bukahara),il Civetto,47,1.2879581602399377,-0.010284028656300065,2022-07-29,1.6803200036366501,0.1046358974774197,C,0.6487578228864693,major,-0.12945196713866952,1.4573511915657986,-0.5538238589287555,-0.4924295520023777,1.2179230110631378,0.10530122425428616,-0.46334458708848014,4/4,TRUE
Cuore semplice,Post Nebbia,32,0.6734194284103407,-0.22816840960546064,2022-05-20,-0.642370990706466,-0.06539608108262346,C,1.000442172474588,minor,-0.5205518547614868,-0.9130397524629377,-0.5528913760759361,2.8411892151689746,-0.17151851378083494,-1.6204620084989532,-0.2917435219846597,4/4,TRUE
Florida Waters,No Suits,32,1.2879581602399377,0.3724759492862689,2022-07-15,1.0250356728303516,-1.0318936434239205,A,0.12234071285630412,major,-0.2617357526581518,1.5415292206185094,-0.5099862665806144,-0.5310428967958682,-0.08201461187370779,-1.3745189083869835,-0.8520181740645758,4/4,TRUE
Red Flags,The Buoys,39,0.5368552657815414,-0.36681379798628133,2022-07-19,-1.0900404840295805,1.0398117795576562,A,1.4170272616554669,major,-0.10213248969442863,-0.9588151411208456,-0.5093051249788471,-0.9113843430117503,0.1694487315796492,2.511182594990214,-0.712991800719212,4/4,TRUE
DAISIES,BLK ODYSSY,34,1.629368566811936,-0.01723000724360552,2022-06-24,-0.6553469180491649,-0.09224323559210396,A,-0.11146836183043408,minor,-0.015860455659983678,0.45968566205219136,-0.5369594740105991,-0.15134500632654432,-0.8832876384708453,-1.4112504467619778,0.07836977415913109,4/4,TRUE
mary died a lover,Max García Conover,12,0.605137347095941,-0.5355736593212751,2022-05-13,0.14267261352682142,-1.510667898842989,G,-1.119371300634238,major,-0.2991203007397447,1.9312423180847622,-0.4871680229214101,-0.5696562415893589,-0.2951191402240103,-0.3230958188158712,-0.8494815172661146,4/4,FALSE
Rubberneckers,Christian Lee Hutson,43,1.1513939976111383,0.5122180711282431,2022-04-01,0.8303967626898675,-0.13251396735632423,C_sharp,-0.37467691684551657,major,-0.4012088743471712,0.5968646723603123,1.1966140166473358,-0.5567851266581954,1.1795641959600833,-0.04251914272672994,-0.10982002179007151,4/4,TRUE
