id,popularity,artist_total_followers
3u2cIbvWde0KUJPFHUZ705,3,359
6Kg9EvjSnEm5swmrvWCJyB,53,208508
5hAhrnb0Ch4ODwWu4tsbpi,53,432602
0NbKRRBuiIUwS9irPvi7wD,39,1981
2xocK6HzC2vJZct6pEO5SH,30,2378
2viZosiTrNf88YlPRVHkos,34,9907
77xkoPOpWFKEapZzVDwYa5,6,326
7wFw8VVSRHWSDRyaCsPUTQ,25,9723
1uvhwixGrZkuT2gpQQWgYb,50,177062
0CSLe4T4jIetPouGtj8etN,0,71
6tn1sHzxK6UgbCUKsnEces,20,4702
2Ie8P8WAdI3FMvEuWS52pQ,14,2205
4aFx7q4WkiTWPLJNW5mkKK,37,36410
5NcWKHJkDBDJptu7TmfcKG,34,16076
4Cfx9c45o8GigUIYzDie9B,46,107164
4ejp2yEDQIIJIy0iFpoI5B,45,289204
4ejp2yEDQIIJIy0iFpoI5B,45,289204
672ZRYLQfxfnNWoWcmtmZC,34,12673
4PZwxbsJes7zrN3S4X5pMU,0,47
1dLGD6qUs6unSRKfmhtpVM,11,1917
1FJDY08xe8rRXdXjLhgnUN,19,3352
5Uw20NgiZnH2WMcpQ7FdRB,32,8772
2mATUM3intjlWF0sFw61fE,12,896
0zuCB4mpzbAyPiU4PzuTYv,27,6126
20gixjtBBVMyxYSnMRCV22,23,784
3Xrqmm57R0hXyWKy3oTbxE,2,37
5ub3FIyxtEth9Z9CIq2j9l,29,28273
781WTPTstx1pdofBtCsZFs,38,3992
0Oq9REYtjmphBb0rv4JbyH,19,1290
0umAOumGRDuZ2elvqjaK3i,28,10817
4ejp2yEDQIIJIy0iFpoI5B,45,289204
35LFDqRu6EmXgUqEWeh2j6,53,7661
09Dgzq8dbeGVQ6G30PRSEI,36,30623
5jkz9EwYPqPfknFOnhRnTH,27,7122
6WcoLUYMQyttg3fFIkou6X,43,102327
42VQUSgPruitfsJdEpLX0s,7,814
0QVkU71rM30TETLEHyUX5X,17,1432
2yDpHpVgp8nVZtp8b2XkOb,1,611
39P3QZJBB66v5hWVpXE4G7,27,7848
5B7NeaqVrmXPyF05C9tnZ3,42,26164
3egWSWp7Y4FyCKIyvXbw7L,66,2871794
3rnWuDRQyfIuj7CdrCWLMo,29,12304
5WId4o5jdGVhptNU0uqKxu,50,231031
70KSBXQ2WVquL8iQlD9hsB,0,59
5MgEV0h2E4COzAXi2BtQE7,45,50240
4K41ddEQfjQ0XGZPA6ErMg,36,12868
0zipD52jhXFlSyN84URtCm,35,28434
6so3HRQveYWGixSBgKfBxT,27,5173
1nm9PdmvzPXJmIlMOk5XLy,46,101749
4ORnI4BzjKFbUply6fRvkX,48,27862
00UMLCX51uNiBzMhQKlwyQ,43,47333
6uEULqTL2QP6AxxWd0ohi4,5,211
5JMMFl90guPresBKQ9Y0To,8,434
7i1Puk1Pb8exRa3CyrhRdx,1,172
4oPsvVmYV90ryTGgyskkbp,30,21322
3tzJ1c1gcg2QIpyqV27y5b,22,4750
5CoXKGQeOWgWi8koTZh07b,39,59348
2FUIaEhxMNdiBpO8ykabdP,42,9641
2FUIaEhxMNdiBpO8ykabdP,42,9641
70ljCILl0aVXitf3K39YvT,48,280866
4U6cZkjQE5aIsCnfL9DaJk,33,344
5wFXmYsg3KFJ8BDsQudJ4f,60,462582
5hQYZqZaPcRceL82mFZTO5,43,131075
0q2GJGveytu4IRflsL05Xg,30,6327
6Qm9stX6XO1a4c7BXQDDgc,54,145899
2BJzRLleDH2jTAArbI4Xod,38,8541
2S0EVJD6SOdp3uHsSkZObE,32,2297
6Z7JSzWmroQi34J1yz833c,32,31173
5bBMfsANUM0cj5h5MjEdxP,21,2544
0KgAXT7iccIXQWgjb9RWHU,10,2029
4vIQpS0RDoMNCMRMiZWwmE,20,2788
5bBMfsANUM0cj5h5MjEdxP,21,2544
0j4KkLX4P2OPMJfXcatbQ3,27,4421
3pj8yUKN5sRyQS1xkRCTFi,40,34472
6i3sYlO1zUHf5IWHpXt4Sl,44,16367
6UwhmfFkN3Rj2pXkpRTMU1,32,9103
14irVozeTn0DEdXOdaWxow,9,698
00WRSyIpev9qKuToWNFK2c,15,1762
7exj5BWKe1UEJrt1MPZINh,7,229
5QWPjk0d98lRw8sdVkYN0S,30,3764
1Q6fwxJ9j46RqSFY9EXBj9,33,3038
2nYUOCSuxL8LN67m2iCr0e,6,537
7upKfBWNUqe6pSUDxNQa2v,26,2654
3E3xrZtBU5ORqcmX78v5YZ,46,161740
1VQ8riQ31zVHtlxiCC9EZE,60,165915
48vDIufGC8ujPuBiTxY8dm,58,200659
587PA35pRGL1JwQr6idJbb,60,107516
4njdEjTnLfcGImKZu1iSrz,61,2095553
0k8UHfMqW86uvhmhHiYzj3,52,110573
2bmhdBR4FyCbRIBSFoLTuE,42,21826
63GTn25wbdRNX3ijCHvYxD,42,56642
7tzI4rSFTHafjF18ZrNZWx,37,84696
1NiUyWpQtsymFf3Ks4DZlt,34,10304
1CuoMwkIXKILoyW9dIXziU,42,9170
76FMyQJ8BGZA762QQc0X8Q,30,7056
1nkamhZ86zDvuB1HB3Wq8y,8,811
3MKLoCXEXufW2ldiQtUokO,33,6903
55gIFk1GnlkERIGfjJQOjO,12,1645
0NgdF3iUKDmmSmNoQrtxjb,28,8059
7mKZJ0SITREZQovQF6Qeb4,23,16284
3bCmhyXqTr9ZNGlHNYNTFA,40,28171
4njFqWD04BTvOrYBXuzv6i,25,6173
35EhiNPwi9aPCahCkp8izX,2,327
2XkCa3HcntokIgOP5N3QO7,53,144155
5Z3IWpvwOvoaWodujHw7xh,41,112466
0LmmhAkoebSsbFfgCybcGI,48,35262
3Q2AyLfZdQ108qXMWJf6lv,37,5714
535JIzjpGG2fILdEOfiOGg,19,1215
60YJi3abieLZxGxwtBv7Jh,36,19689
5dqo6qIg6OhmmVDqZY6sOp,3,356
58jMhidjL2mOrbEI3D0RTZ,30,24945
4MlrZKzgi3UuZi2iDKjOar,38,41225
0RHysVgRczmEPciDxfOG3H,20,5005
5n8QzixZuMi9KBNcvHuGXY,9,479
4SpBnWJ1g5l8PB3LSVSMfa,12,1982
530wyaQMvivGiC0P00MUml,33,12038
4SpBnWJ1g5l8PB3LSVSMfa,12,1982
218HxcHzYlx7Af9WxIeV0c,9,754
7eBQrhxTHcor6gcbcLhqE5,54,309293
0yYRH4kl3IONKsJhxh2jBC,0,256
6an9YCv0S0Mj3rsaD9Ahpz,37,58413
0yYRH4kl3IONKsJhxh2jBC,0,256
2cjB7DKyORECTth0leJaRq,1,184
1V4O4zkIsYq3FaY18IJNMD,0,37
45yEuthJ9yq1rNXAOpBnqM,63,614721
28si7CUH7QTEfq7p4rWbBi,23,11220
28si7CUH7QTEfq7p4rWbBi,23,11220
3a9AG5fMqAqrXkeiwYtarJ,38,32367
187i912U6kpq0F0Z9uOVXr,44,21075
3EYgeLZ0vtVHKkUL26Eu49,46,54465
2gzxBoK71ohENPlxlshHV7,40,56525
4LhV33vJvXmFGSM3m5RzUR,45,53844
3bCmhyXqTr9ZNGlHNYNTFA,40,28171
3bCmhyXqTr9ZNGlHNYNTFA,40,28171
0dTjZUMqyvErZOdHwPQjaT,21,3114
7dgZANqZTowpDcj3iYVTbB,5,693
4yU06ZMQgomPONCGeO0HgE,26,3218
1UtaXKnNyKhj0efXu2rD5t,45,95635
2psGdwmcXOU2W2d3AycH3w,7,508
1oXF5VeAEmTvXK4OwDLWdA,20,2016
1FdyxaqE1PaJxVeyWFSRLy,18,1641
2ohmABtVMdqiNxTZVn7HWw,9,764
2oLEomSWOUxlSiYXoQQlJW,6,726
2vTDf4CAuHyNbYKivgGKUf,38,1859
3bCmhyXqTr9ZNGlHNYNTFA,40,28171
3bCmhyXqTr9ZNGlHNYNTFA,40,28171
3bCmhyXqTr9ZNGlHNYNTFA,40,28171
3bCmhyXqTr9ZNGlHNYNTFA,40,28171
3bCmhyXqTr9ZNGlHNYNTFA,40,28171
43ubj4kxkN6UZcmRu1ZJDW,8,1323
11fmKZ9ffAhZeKK0CBGrd4,10,2033
7j5zF8Rnw3glM4Tl4Kovw4,1,52
7wM3mUnBfW5GlkYClnPYTA,9,1275
1HCLGXw1vA3Kb9iDFDVZkx,20,2513
6pa80SSIvE2EacgPZZB6t1,6,2390
3bCmhyXqTr9ZNGlHNYNTFA,40,28171
207f9IzqwLw1WXoQRIkis3,27,15446
3bCmhyXqTr9ZNGlHNYNTFA,40,28171
3bCmhyXqTr9ZNGlHNYNTFA,40,28171
3bCmhyXqTr9ZNGlHNYNTFA,40,28171
6wKxOKEA3K6R2UZ3COLXEY,55,168010
7gXb99Sf9nNmpNYeAgIQFG,67,1337663
6hQHiviB4JUWVmfykjYzcB,60,450367
6yXBFHhojjdwKoop55NsHf,46,143661
6XYvaoDGE0VmRt83Jss9Sn,62,837774
0zipHFQI7bbRUZ9tTYttrh,29,9667
03WFRA66hsZpJ5rqylE0vQ,40,34153
7Dzo6wDIrAdhkyaLyPuhfD,9,539
71y2GLgCO6vP5oymyUxCSO,11,4999
1grNAkAHEaQSOCifKwW53L,35,51547
1ZfxnR3DTdddhuKtkIGIKU,6,703
3Xrqmm57R0hXyWKy3oTbxE,2,37
1BuMfAdEX6F0duCixZBW5S,26,8599
0GG2cWaonE4JPrjcCCQ1EG,64,293558
2XzgFZaHCLVqB6aP3GoGfC,1,223
3hKSNxSkezIYuqbyEJxisQ,0,62
3h1CDf5DWhsGXMsefho0X6,29,4277
1jn2Kq2RYAPFJwlMeH50HH,7,380
09h0yBO50UAcaFa4papv3X,23,5059
3SqtULiYo29PXIZ6UK2TGz,15,1081
3LElaT8A40wftlPi5RqEev,30,16665
53qrm6TRrT0N0UqnnUlSGb,19,814
09h0yBO50UAcaFa4papv3X,23,5059
0zipHFQI7bbRUZ9tTYttrh,29,9667
28oQSgNZXIuCrcZXXJ2KXO,27,13758
2piHSX9fKmsCD8tbfX1cJg,39,16147
0umAOumGRDuZ2elvqjaK3i,28,10817
7aaXYTOjKbeCwVxZRXAC24,40,22935
5BnUsNwBpXbMVBiMc4dbD8,25,724
3Or1iqTgGnIAtlV4ePn8Bw,21,2239
7aaXYTOjKbeCwVxZRXAC24,40,22935
7aaXYTOjKbeCwVxZRXAC24,40,22935
0vzAclaaTGJDFQzdWxmTej,36,20898
7aaXYTOjKbeCwVxZRXAC24,40,22935
2piHSX9fKmsCD8tbfX1cJg,39,16147
0vzAclaaTGJDFQzdWxmTej,36,20898
0umAOumGRDuZ2elvqjaK3i,28,10817
0umAOumGRDuZ2elvqjaK3i,28,10817
3Or1iqTgGnIAtlV4ePn8Bw,21,2239
3Or1iqTgGnIAtlV4ePn8Bw,21,2239
0vzAclaaTGJDFQzdWxmTej,36,20898
2piHSX9fKmsCD8tbfX1cJg,39,16147
0vzAclaaTGJDFQzdWxmTej,36,20898
0umAOumGRDuZ2elvqjaK3i,28,10817
0umAOumGRDuZ2elvqjaK3i,28,10817
0umAOumGRDuZ2elvqjaK3i,28,10817
7aaXYTOjKbeCwVxZRXAC24,40,22935
3Or1iqTgGnIAtlV4ePn8Bw,21,2239
0vzAclaaTGJDFQzdWxmTej,36,20898
1vl07Fu7VoBoAQQwtg490l,17,1856
1hkRfKGoJisJDbo6eSf1pg,52,68091
2vGaSKEDFsVPBgcnGxqlBN,52,47098
31431J9PD3bfNsPKkezt0d,51,98992
2SWWw5uB9cO5m7zJQZqwmr,58,498768
2k66ibJfgMigF5QWqUgLyR,60,16255
69bG9tC62d8oTFC9aTTosn,60,92921
6wBUn8gMP85n8dPu6LoUcF,41,71972
1ra8ujbJcZrV5aUjcfzFKs,52,49107
6e9wIFWhBPHLE9bXK8gtBI,56,684018
73avNAcHbfmgcSGEjKit9l,31,4710
0EzsHuJxUDcfqSqvoPhKG4,49,112412
1NOjRg9eVRh2kQ5HFoME1X,28,2982
6gUiIIPmV6OXjHcvv1KCuL,37,25968
6e9wIFWhBPHLE9bXK8gtBI,56,684018
5sjCP7vD1G4rVev1wolTci,27,2735
23j2K9mrctEaqpwbyGPw1B,16,690
7CuIkxF7VfHwKecQzUEGgv,33,13480
7bSUVGOUQn87z2HRy0Ha3B,33,5832
4lJWbDc6yz6JDL99fbSq5C,19,2511
6e9wIFWhBPHLE9bXK8gtBI,56,684018
4rZJKub3qA5t1yYcT3qmm4,43,77208
6wnLSjE93qaj9uf3rVaM3N,28,10756
2dgCj849RU8YLKDinaykbf,18,2092
63b6NAhp62N7IHS44ZT15F,15,1110
13NBINjChpGTx6AXEZ73O7,27,9157
3i0VvjFfLzfX8TgDhgNWfe,40,52106
6YJSuTqmliHLZhrVrxQb8J,14,2234
2TR91e9wZCzK7QGBKtL8lb,26,8920
26SilPnubTJT5ibuYYSOQo,11,4803
0RaO9p4AomXaVUXzV8SPVW,36,18140
2VWRHe5C0twed36GOerpK5,13,1227
3XTDF3ka1IRLXu61qd36zK,30,16487
4v8MCErhmubUGQhwRVbnlN,7,2822
5ub3FIyxtEth9Z9CIq2j9l,29,28273
5ly0mPdto6iDfI6X2Q4K6B,23,4667
32aFdXARUiqP81SXqIPD4w,49,153154
4hhmN9QgEWfcZyUClXGXdm,27,1722
6ls5A8Wys9Swixpz4v6kj3,40,46471
5KBiPJpYVQsbjL3PGZoMSx,23,7940
5KBiPJpYVQsbjL3PGZoMSx,23,7940
2GfXmHBe7KrqhpioTxgU5c,3,101
3qViLpJR7GZmsde4FYn5Y3,44,19292
1y793kDfhxKcz1gX3E22bN,24,3519
4eAuoiborBxqHdhL2J5N1t,27,4487
0CRFTlHrIHedPTQFqUYAXN,28,6398
3hi1Ewhqpzl1jO2GemGmv6,40,12662
7uLKM7dYWaZi8ymQIDoMqq,22,2703
6NWYsurS9xyCKwcMWgNfsu,1,189
60z9bW0dLLhzZ5ZAYvD9ER,1,91
35K4pkBpn9f2qWu2awA2M6,0,79
2Uvrls9HlspsRUtW6mp4Q3,27,11345
1rS9ZvNEWqnKY19g6uiqip,33,9371
2Uvrls9HlspsRUtW6mp4Q3,27,11345
1rS9ZvNEWqnKY19g6uiqip,33,9371
2Uvrls9HlspsRUtW6mp4Q3,27,11345
2Uvrls9HlspsRUtW6mp4Q3,27,11345
2Uvrls9HlspsRUtW6mp4Q3,27,11345
2Uvrls9HlspsRUtW6mp4Q3,27,11345
4e7wEeokf7skRInd805EVH,29,9267
6kNQdvRMNsrTiXXTXoMI8y,27,1597
2Uvrls9HlspsRUtW6mp4Q3,27,11345
67WNUxmM7y4WzHPAVzBu3E,54,253472
2TEpPi5SFalflhpcQHq3lB,48,40360
4gHcu2JoaXJ0mV4aNPCd7N,61,137748
3GYvf7puxwkr51EYoD9E7D,52,74334
42UrF25gDVhovYn4Dd422d,44,52666
67WNUxmM7y4WzHPAVzBu3E,54,253472
77J3V0V7sEOf5ifCDBSNaJ,53,88728
7FfxvcUIbQ1VxrApeoq8ql,46,21724
54SHZF2YS3W87xuJKSvOVf,50,243565
4iWOyexPqcvgycdx7mLUcl,35,28092
78DZaDfOK3i88eRVPkzZu2,34,17663
3bM1MZ42q6lUJqHDaDwcKr,46,14425
5xSUCTkvySb5EiUjKQljYe,22,2181
7dq8KEwf0kQXJhM79iwcPh,58,110991
0AJltdSFgxM1li4ad74mIJ,29,8733
3H7Ez7cwaYw4L3ELy4v3Lc,64,263745
7iUF39q93Xixo33E6IvNYm,39,24241
1wgY8huggK60P5nvYrwcYT,50,246791
4tT8fWyOy0hVI7jo9fJmXX,44,46795
4ug3P1K8BaCdJXROrqHqhu,50,46670
7FfxvcUIbQ1VxrApeoq8ql,46,21724
3akS61Yn88YZAfQyD0Z7x8,16,1619
6Qm9stX6XO1a4c7BXQDDgc,54,145899
2XNJ1dXD5AjaHZTSM7qPlH,42,34350
0C6qzW0Am8OVyHSoT57fnC,51,90136
6jOz2B9qeID4dLP1o8bFGf,50,102719
58ogXGbkmpbFtAbePMPiQ4,45,55392
63Dir7MyAhpGcHU3rOh3uF,53,53064
1aTLhV7R5gUjrR60ubjz6V,30,32498
0gU8JtrXa3Df75VOVRGuWP,25,4279
45S4hvGED95Ghtx9PaGiKG,9,1252
76LJ0AYW9sxNGRfKnag1vO,34,4331
6guLg5yfcFlYyRp4DzrEO2,35,9788
7fbrvNFwDFw8qTdR0dDSfP,8,1415
7tzI4rSFTHafjF18ZrNZWx,37,84696
3qDMrpZHtZEtVl5i1l7hP3,54,138608
7gXb99Sf9nNmpNYeAgIQFG,67,1337663
69tiO1fG8VWduDl3ji2qhI,65,302367
2x7EATekOPhFGRx3syMGEC,64,197617
2b5IpGsb4QnU46rf1jpZQ0,32,19141
2W7HQOH2c1vSQhCKk4dUL5,16,2154
2ic4xySjQ39N7DJ0HZemeG,54,68861
4FLA7MpTdP5nNUQfiaA3WM,36,20442
6fGVHqA9tCazsXcJ8Ny7AH,6,564
2oofDquWt9tMCETKAHmhlG,42,30786
3a0gvZAydt98HKVbGb0V67,47,53684
7yaj7l8QczhEsLttuFDaRz,21,3463
0k5NrYJAazGYrIhzrDslcT,44,83106
51Eq6WMVEOjjx9KQMAnneG,45,181215
5AX5OEkyi4xo2jtitkU37c,4,695
6Z7JSzWmroQi34J1yz833c,32,31173
6Z7JSzWmroQi34J1yz833c,32,31173
6Z7JSzWmroQi34J1yz833c,32,31173
6jsjhAEteAlY0vCiLvMLBA,60,108582
4AapPt7H6bGH4i7chTulpI,61,324308
4yuDCjdGATgq327sFo7Ilu,27,216
2RVvqRBon9NgaGXKfywDSs,65,415272
5pdyjBIaY5o1yOyexGIUc6,57,286997
5q9adPv91NFr8q2ZcKmX0V,48,60510
5x3mrCTZmkoTXURN7pWdGN,60,376413
1g3dAnqp218LiNN9ng5dIh,52,46242
6tUJpYN2aYiXbzAcg0pIOo,58,429351
7iEy8zKFtlYIINaxxLIyBk,41,25764
6R1T5YklzC9OFugGt8RwOD,37,47081
7y1RS42LqlRYnpONXTjN3t,38,6792
41y1iPh0WqB7tyGdzyeinZ,43,50933
7qugSH6OA23DE6I5v4kpdv,38,7328
7qugSH6OA23DE6I5v4kpdv,38,7328
6OXhFcIGqhYoum3CZBPF38,36,6170
4acGozsQZscrP4YKMg2Xwn,44,35318
4aT85lix0NSNB6w9Ozzksq,44,13571
0svVmptxEtCoEJfcPKxCCh,19,1995
5Z3IWpvwOvoaWodujHw7xh,41,112466
51yyeVxyvecgePAWXmeLUE,59,189604
2SYmvaU9yUWwbsMdrsd4LX,11,1256
39R87tT1qaTxHwu5m87USa,41,100835
5t8oeNB7ScFOsV5Jkr0EtE,35,4633
2kYPuOngkMzjFdCl4dz8EO,15,1411
5QP5fl1l4e9NmKmkMUOTF5,43,21958
7lOJ7WXyopaxri0dbOiZkd,50,332037
1sCfVwDw9jhng9PUMNcqlo,22,2432
5HgPIUp6b7DVdhWK3tkl83,30,10918
5G49Sq5mMzAkGL4ZP6eVPY,52,201505
3hvDAraTidCTjQHIc4m8P3,52,165852
0PEqo7RkX5wkaYwlT6hINn,32,9115
2zBwozgONxPvn5iOOwuO7g,42,20607
2zPvDg6LI6NHPQVQIESjfW,50,31760
5HgPIUp6b7DVdhWK3tkl83,30,10918
3ygIl3frs6gQCo1f0AGnRj,46,50371
6z8QxGgkqFIkubQA3rCjZt,12,717
2oLEomSWOUxlSiYXoQQlJW,6,726
5veWh4nTWdpHw19pVDDEhq,21,3279
6ywDHuGJnKfw4P3KGEbjuR,3,286
4P6u3jG6zl1o4h96S9ew6k,3,354
11ra3dPbA9VdBf9lwwTbRN,0,87
0I7BILj8tTlmr1dbE0I9bv,0,255
7GIY5hNyJivuNwzafkKO43,2,121
2skSP4pjVsOwUv1aX4O42C,14,1253
1T7oAKo10EwQ2XmK7raEi4,5,209
1GmsPCcpKgF9OhlNXjOsbS,66,277469
7gXb99Sf9nNmpNYeAgIQFG,67,1337663
0dUYLC7DLjeS8gIh8cz2Pq,55,102441
3FfbgiZhcCkoiI7IzOwXlI,47,28946
5QdyldG4Fl4TPiOIeMNpBZ,60,455091
3sDbKMebVH2VYcRSl7u1VC,63,993232
7uDdl5V5AETSFY7K3muu22,69,2162306
062tCT8GVioC9EMiI9jeOV,49,14578
0QitJHI0ZwMa5F9TR6EYSl,42,37036
1MPcILKoMCJym9KscdYxuM,49,35175
3QJUFtGBGL05vo0kCJZsmT,66,269882
4NXLuWrShwLG44Had3qhw5,30,4744
142YBUGmLWCJigFLzgguf8,60,335149
45KFMEB3QETjFvFME86vYO,26,2612
4VqlewwKZJoIcA88PYHUDd,56,81058
7e3FtKBIPLrIVm8g1FJMVg,49,179625
0yw2O9rh7YQd5MqEHOFGzW,46,10085
53t38sKooUEyyENANtticX,42,2995
5g0oToPlyJavxM4zNSFeo9,17,2607
3OWO2LOPTl1u6XvJHkwHmd,42,23862
0BykdcTFMgGvvyySXL7yGI,12,5481
23j2K9mrctEaqpwbyGPw1B,16,690
23j2K9mrctEaqpwbyGPw1B,16,690
5gsyST1rZJu9HulDyu0seJ,18,2059
0fskdccy6fvnWMNMNPqEro,65,590168
3mi9ln2L0spbrK2Bw3NjPX,21,1694
2ChSBG1Njjt2SQ2Lt5dziF,21,7853
6Kg9EvjSnEm5swmrvWCJyB,53,208508
3D1IyJznpDnWnnFrzjuWnh,44,34142
0Q6X1jqwOVQuclYp2P1bub,40,71244
6NTfV2oeuJfkni8EK3Tr2f,30,9538
3D1IyJznpDnWnnFrzjuWnh,44,34142
7li89GwMwzotfj0bKmNW8R,31,1307
1GSLjV7vq6pSsNAEFwWSbn,28,6506
3D1IyJznpDnWnnFrzjuWnh,44,34142
3D1IyJznpDnWnnFrzjuWnh,44,34142
3D1IyJznpDnWnnFrzjuWnh,44,34142
5nrKbDQoztn1qIZAwXvGUq,43,25158
3D1IyJznpDnWnnFrzjuWnh,44,34142
3D1IyJznpDnWnnFrzjuWnh,44,34142
6HHiJpcIClPsOg2L7QXspb,26,4989
2ePIzx9NjxplS724QMZtsf,49,106811
756Li3sKcK4EdDiniLPqRl,37,43683
0HIiXblDOFPXxkuI35wOMx,33,12784
0dup3BkuQzOH9sH7DQguRX,26,1012
5Mxf4advIPTDdAYqbJZBS0,28,6044
7geIiGYa9PZCWz9WVCmOv8,22,710
20HVrU8f5rcNg2aZkMiSP0,31,10043
0JsMrE7jf2ynuVoVXaXxF3,28,8137
2PYzfdTjMDkpIxlOEm3oK2,28,7647
4sxl9xjKCAmzbtkEHf5lkJ,30,1908
00WvHy3wvdUV4WSvvc0N5p,31,2273
24Rzfui4UwLMlhZcWYYk7P,27,5657
2PqsalqLh5RT6FSy9DrGZh,44,37361
2vYHoeNrpsenOtIjbtJCWT,2,429
72tmD7IO0OwXgkswzuURye,27,815
7hLz2ZikFy4ZwDZS12Z77n,33,83733
3qViLpJR7GZmsde4FYn5Y3,44,19292
7FvX2e6CgYllzgZ9uempWF,35,17181
31Fp7TWqvWz0fnyCvOEfZP,16,1502
4wxl7RmVjdTpNK5bHjJX3n,3,404
2WATJg89TinN6JyNAV7pt8,8,580
2zz1oe4mdF33wYffqFsRth,41,55067
5qeuKHfqBJogiNphrociVo,20,2584
5Abhw1AGO813fLTPTqT2Bf,18,1997
2WATJg89TinN6JyNAV7pt8,8,580
4NcMrSi3B8eUVy6e1Ni3wu,43,70254
4OrizGCKhOrW6iDDJHN9xd,50,317306
7muPB2GhV0sEg2K1Fgj0Xm,60,114059
4fw9oPmbbmHW5aAJpkJdlI,40,109547
3EnbnmqrrvApHJs6FMvYik,49,145925
2ziSUHAT6LbHKCJIlwHhDG,46,43475
5epzSn98pqluCq6hyGu3ux,44,68360
7nrxF1ilcwJNHofGUfsC84,44,123252
0nDw7H8W4oU0QPzL4LC9Aj,37,9797
31xrLXW8k5i8dKtpTdiQkE,21,3413
52LiierGu1Hb2GyEovKHhA,2,593
1Uoqds6CTlR6jKLvEyVqtQ,3,92
5wrbmf8C6X1x96sm1RuwqO,3,633
6jCJXKWlZky694nYGcJlm1,25,9861
058thnz6odaxoAN4n3cMBN,42,119126
4iMO20EPodreIaEl8qW66y,68,848117
4hTL3jOgvZwOqegEZTOrCc,54,134306
1ooV8YZC1KbpEcrmI8WH0F,65,298200
2bvUCoFViWtg9pSkOX9du9,45,23947
5pdyjBIaY5o1yOyexGIUc6,57,286997
0hAd6zwEgt9ILuMDY1prcI,61,531800
1ewyVtTZBqFYWIcepopRhp,52,125161
5i2aeGMxTOr8ox7IIqJoxi,27,3799
00JAfwtx5gNiiqyor88Dr5,44,120154
7FQiZr787umw7P5dO3zqld,36,17726
1M3BVQ36cqPQix8lQNCh4K,48,161894
6L8dBWgG3MI9wdb9Or4jZ7,16,912
2jY7Xu5VNC7pW6Zji5ui9T,36,1869
4SmpLc2aX1YGPXfkVmWKNa,11,760
51Eq6WMVEOjjx9KQMAnneG,45,181215
7seUm7aEVYUy5M61nVARgt,27,3105
7pcG7za39JaUHalwqiuCt9,43,10634
09mGQqsZ1C5wVCsjycNaIg,39,9325
6Deirclllma9s0coUDeauE,2,520
51Eq6WMVEOjjx9KQMAnneG,45,181215
2FUIaEhxMNdiBpO8ykabdP,42,9641
1MBjY2JFotAGoTYDfO80cM,43,273036
4EmjPNMuvvKSEAyx7ibGrs,38,21873
3uTHsExuHQvJHkYvcqsqWi,5,105
0VbUbw58jB5hpnWdWMB3AJ,34,15914
69sHd7jjEkbKxn91qUB60L,30,5337
6Deirclllma9s0coUDeauE,2,520
6zhTiorLEbfgli7uUhfTyE,1,95
1FZnPVlBpBM6Mehn3eIRbu,0,293
1JgqTDyLpYibze83zl9ZLg,4,483
0AnH4rHArzokjcQbxlCyiF,4,779
7Jrf6fSkTNnii81KgsH7Td,28,3653
3aNeKUntysMTujH191jiGX,7,625
6GOSU29f8T9aSAfJzg7bje,1,57
0IKVDL3N8vpYgeNOV6np14,46,21683
63wGpnzXGgFEeIOxTuSZHj,20,3107
593eIRu2ITrJHKdVjsJ27L,37,26556
5SR2Wb6XX8rYHMUT64SHxf,2,675
28si7CUH7QTEfq7p4rWbBi,23,11220
5jrkGn6mGOSfOYSjk6GagS,5,352
0bMc6b75FfZEpQHG1jifKu,24,5143
6m1FJ6QgwWWl11vk6mkEI0,33,2443
0j8bZPtWT5Nf60PEarotFf,31,33183
5jrkGn6mGOSfOYSjk6GagS,5,352
7MXtSubvSLMgfnnVkJrKoy,29,6918
7xl06RdDBL0K8ZrpdgpgO4,15,994
1QH7G1DjLYaY5EvqO1PA6w,19,589
1QH7G1DjLYaY5EvqO1PA6w,19,589
6VzFvK9yRRZkT0L8kMmOXV,44,68710
0j2Ihl9OItORphJE9uS14W,25,1039
4iHnLagnnmgiIwMSm1wuTq,44,78683
2piHSX9fKmsCD8tbfX1cJg,39,16147
0NZEV1Co2x9sXjH5DGhSQv,10,1204
1kh0AypxF3CxMMzmQyif2S,48,85200
2VLQDfdzVswx2x3BNYwfcS,29,7674
53iCTwxdVd83Bdxv30rdJe,2,691
1uvhwixGrZkuT2gpQQWgYb,50,177062
1ZD9xcoRJKY4ldaV4UuAhx,15,1783
7qT7KMRz5RoM6KcvdYweKU,22,912
78Rk1F0jGdipWWfrhyWwt3,56,63477
1GJKMYNEIsLbRfS3AyS4YV,43,13527
3yg8VEfEzpr8T9NkiEsycS,46,33810
5hPR4Atp3QY2ztiAcz1inl,53,36608
7kWwQAe9JnYNMk4kuEe73S,43,43652
5x3mrCTZmkoTXURN7pWdGN,60,376413
2TEpPi5SFalflhpcQHq3lB,48,40360
1VN3hs1Ra3vupNT3zN3baC,35,19974
6u3PN3PCsWLGsw1OffKQ2F,45,37549
2aqFBHOpM9uIgBpUsdq09x,68,610675
5lbM4g6bhxjNX7R5QHP2nD,60,610038
70DRYhcYN1cmMFUjDLf9FU,30,15393
1nGqKVGfPPiVgxMdx8hYOI,41,18060
3rtvvt1kuQ4luEWq8epaHD,39,25756
