id,popularity,artist_total_followers
4bCXgLyFqKJwz5x9o0U9ZG,0,142
1X7Fs8aajp3x7Kqo4OyqPu,1,182
7dC927PwLB53eb5LZjcr11,5,508
6soPpJHlCtN6SY8pWlfbC6,57,386778
2joJCoCL4EmiVqic3vZn7n,42,58260
4OqbMdJwZnREH8Kc3pi0De,45,14216
61CPKXT0bcKj8MKTNTMOXa,57,192788
3lEdEHlb1g3ru9TY2bhBcM,10,1546
7wFw8VVSRHWSDRyaCsPUTQ,25,9723
5M0HAqHXyOh3q7WQnvce8o,47,77490
1lc8mnyGrCLtPhCoWjRxjM,60,419327
26JXiNqsAhrXRkT3Ud0bF6,1,197
3CMX8YNfpVGTCUudvZPDpg,21,1139
0a2cAmRBPubLzGEG2Syqhx,6,635
52ioMEJSwM5Aix7sljlTes,7,272
0WsoU98kdQpaICYIW1HvF7,9,486
0nQtoo02M46j8QohmrvDh4,0,100
0nQtoo02M46j8QohmrvDh4,0,100
4VlpESDPx9COtwnytzo5gQ,3,507
1IDCMhYoIuV5FqdwHkUGdt,2,472
53PYmJ7bACIX8gkVoTkCIr,16,6361
2SYmvaU9yUWwbsMdrsd4LX,11,1256
6FfKXg3QdDbbwRs9JzffpY,39,5944
7uwuWhvoEzafpNNuZoezj4,7,443
1DsSoeOUg0YS2hl2czNcbw,51,260554
6pmxr66tMAePxzOLfjGNcX,57,930954
23MtAa9EjUqsBwCsswOvcM,29,6788
4BI5Vr4SPJSKI0ofzhlsLV,43,56276
1R2KUW45CEHkpv8fAgPADp,8,229
5MKSXHrcpK24tQI9WxT7aK,6,694
2KkO9uXHF9BVNJASjLekAc,60,294475
4fw9oPmbbmHW5aAJpkJdlI,40,109547
5mKkiYvPP2w9LqetSL900T,6,606
5aYuwGuq79Kl96vQ05clRK,6,1023
52a1TsBfhNLXIByHIZ8XDR,6,516
4Ti0BVePHCrOej6w4uH3bv,0,61
50as9VMbiduY1sVn0d7z2T,8,939
0QBQgTnTS6JORFHr7k0KRJ,28,17711
2EwyKG76iX4Pp5HhAD6SKO,47,28674
1MlkLIQg52mRJfvPExl2fy,6,823
3fhMfkPPzksWuw0hEm4ldm,65,708784
1g4g3e7KmtiCWGIazim0A4,13,1611
4d71lT61WEn2SsjEgeSbBf,28,1478
7z2avKuuiMAT4XZJFv8Rvh,67,976955
6TvjXbopXg71XRM9OZWqUc,57,227118
7z2avKuuiMAT4XZJFv8Rvh,67,976955
6QBjIWtjbAy2Yfi9maLoZ4,27,12347
05kWC05qQmocVoC5Udgl6D,37,31523
0FC1LIeQXKib0jOwZqeIwT,52,186807
58XGUNsRNu3cVOIOYk5chx,50,296657
4Y6wyjvVZtxzzXILoDEulZ,46,27479
4X89u81dkCXBSGo8i2DhMW,58,404223
6ZDL9IVLcZPApjoBdajrao,38,38746
3UP83Ekm9Jse6j0dWZJlH9,53,72607
2B3pogaficYqwZ3DwaKH47,13,630
7o7zpXvp9gkBEEy67YkXvo,20,4171
4SmpLc2aX1YGPXfkVmWKNa,11,760
2ncTglxMHKmCzBKckfzOEv,39,30986
4Ad9zvBvwjJFA9n3liZiaY,21,1200
3y25nqmN8sGucNaHBsUnF4,6,705
6qyi8X6MdP1lu6B1K6yh3h,57,577723
0HthCchcL0kVLHTr113Vk1,67,1742673
4De2r7QdHl1eZwnEnQ1IzE,45,16838
6wFu8qYepLnl61GixCI5cu,42,20467
4V30Q8ACPdJCcAmAYibfrH,45,23777
7mX72Bq2iXNr8fZdu23fQL,52,47504
5zhn89Em2jWUUWdpcLO3YL,41,63601
1LcoIPdksQTaXcCDmESOR7,18,1597
66riSKDVOc3vPkeyju0q0o,42,64189
4Cedjq5BQL3MhapRvDpFED,48,197154
2IEHO7wbuUKxOVkMKaT5KB,28,3058
53PYmJ7bACIX8gkVoTkCIr,16,6361
2DIR1OmWrAoJpgQS1P2H2x,10,655
08fGtVFZ52GbLMx68J8RFF,13,2057
28QbbtfH9j2mOoswDXnDKk,7,2178
1MhBbIEc2BZdmPnTUfEOmG,17,1290
2DIR1OmWrAoJpgQS1P2H2x,10,655
3jvWpZJpokYCoT0QV4OJg0,34,29021
2M5w5QrYTg2yiuURwaQLEF,27,6674
23n2oObsIrvqtcOVwhyT3o,16,859
6Cy04iJLIYo0mQkNgJQoiV,17,4985
3lwQ5Fxxt69fNcn2P5t9Cq,1,216
5dxsI6ySJSa4RDfudHeteh,2,297
7doYyGxli71jptaq9BFmAG,20,4240
1CviOz7PBrg1DGOD9fJ9jL,0,39
1DM9oJPJLADA8bUTnW4nWy,20,1723
11Ct3ZDqQeJJTvIbwENIYy,0,154
2JZoqQpdbQ8ED9gUqG8xop,4,470
1YjfIJL2PGTyCOsPq10WRS,12,820
11Ct3ZDqQeJJTvIbwENIYy,0,154
3soOGRFklVXWd6hKtX60zl,0,58
4ClziihVpBeFXNyDH83Lde,62,731161
1MIe1z4RdqLqHSJsb7EBMm,52,102301
0ZUvK7zGdXLd78mQr3t1Tw,70,1261544
4lPl9gqgox3JDiaJ1yklKh,58,417853
2BjcWnk7C01aHhp59HqUED,47,19656
5wk7sY8GIg5ihSI09EbWeS,45,18218
6pF6MN603wSrisJcf7HS5v,59,73593
1hkRfKGoJisJDbo6eSf1pg,52,68091
64EHXDoln95lnccszdPum0,63,156001
26VFTg2z8YR0cCuwLzESi2,83,18525361
0wXaC3fHGVXbhwn5iLZMMi,36,26413
0ZGyR0jYdrIzy1xDZYyuDn,25,1894
3GwQM8FuFMkdHSPu4qvKli,35,4567
4qn6hSO1qLlaAW8jiyOw18,42,11298
4wpd66S5iheFM5GJqauV4E,37,8832
0AiTwNtYX8m4uhfU7rJ8RD,47,215641
3asn1tEPhRNjVd48GXOo1N,28,6478
4SrofCfzlhtiKRAsMfBxV4,39,69205
5hHcAWKNV84BEbkRnbQ6A7,56,418552
4lPl9gqgox3JDiaJ1yklKh,58,417853
4fw9oPmbbmHW5aAJpkJdlI,40,109547
6QBjIWtjbAy2Yfi9maLoZ4,27,12347
6evmYxFbDSIHilUaYC9MhL,41,48733
7Bc1grNr29H23KG0TU7q54,22,15783
7b697TI9p2abLzSo3eJTKW,44,66001
4H2uN93zRcRAVmTINvxuiq,39,24768
6PsktPFR0UZptKdSqmlS5h,54,200664
422RLznpwUa5FsQgnTlgUH,51,120879
6q4AmzK3GzCuEzkurnYuEQ,43,49936
7ufjo5jO7vQfG6Zg0QzWEJ,36,6963
09Dgzq8dbeGVQ6G30PRSEI,36,30623
7zdCvtTQdMCj37CuQxkyQf,29,8516
6ozbYaDYh9AFYciPvk6iBO,28,6562
4lX2EFNI67U8lCqy83W64Z,27,6459
2nUbg56ljfs5oXyB1UNiY8,41,32167
4fNyHJVpejfDhaaWk9jOfN,38,11004
6skAvH5F3We8Q2aw4GjoXZ,27,1688
7zdCvtTQdMCj37CuQxkyQf,29,8516
2vJ1aFdCPa1wYLqrlTvKuY,28,20394
0YmQyGKpZgGSDxsC8iEGQU,52,84498
1D79GNF7t5kzqprHFZmBLx,4,289
06kwmmM4VcnrOdBM25pREY,29,19261
2vJ1aFdCPa1wYLqrlTvKuY,28,20394
45XwF5VuCj7FqtlvjxWGaF,24,2612
6kNQdvRMNsrTiXXTXoMI8y,27,1597
3WwL2Gya2VH0zHzOdakOX2,38,39223
6ZemFEByTJWF9a8AzWcSZ0,23,999
0AT6FdI5ab9BOm4H8Pq29F,3,241
5QOxuqm7Q52FjeqRyp2Vm7,3,455
2BvWaF9HXHYKwHP4MBteq3,2,100
5Y2hHmvlOM6n0YP5wfe64i,35,14625
0qnD30FBRPes7ZFDvsEBAv,29,3475
4atQknc7yqcItwvut7pLOH,2,335
15mjahM5jprys33PdHaf0A,1,204
5iTlDpX6IOsh1ZEWxH7Kaz,26,13691
4gIy9bx9Mw1zNM6PRnfT0P,11,885
5tIkXJTex4JY7cv9mmgAZx,62,523320
27R1gC32FNRAsafzJJdJKG,27,2706
3HGRcX7smXouDdCcRI9aJX,12,522
3Rsr4Z96O6U3lToOiV3zBh,59,378073
3yfDRplDZh03Y0fEeCd6B0,52,131880
2joJCoCL4EmiVqic3vZn7n,42,58260
6ahs4UAnYtpgTHHdiojFHt,40,49348
73vzL36ohUDVI5YPT5rVze,39,21264
4K41ddEQfjQ0XGZPA6ErMg,36,12868
2O7MXaIBC2VqFGOF1ygZsO,28,3396
62KIJJdBnLN13RmoZPNXfc,33,19749
3hi1Ewhqpzl1jO2GemGmv6,40,12662
0lI3rF4hi4op6UxqlLHPzv,59,824917
1nmXQRk0ZoTFtwGlnlero5,30,4907
3pj8yUKN5sRyQS1xkRCTFi,40,34472
3pj8yUKN5sRyQS1xkRCTFi,40,34472
6g7JH6zxP3JTfg7i8bZwbf,35,53872
4hGFNXuWut4b2sfJCJJNEo,61,6283
4SCDbi4KztQTP0HoOuCNjK,41,10504
5Rtg50egrb0YqbkbNuxOgI,32,6219
5HLAZ3sKIXiCleIjT8UxBf,31,7756
0GCJCJGSrE0iyB83DYTNqf,26,12739
0GCJCJGSrE0iyB83DYTNqf,26,12739
2k60o7SVpOKmzpuTEAG3L8,46,17424
2BXvdKuw1ohziXPCM745Dd,29,2109
6dqfuonDrw9UdawWJIAGjs,26,2870
6nERtAtoT2brOrRMb2Iwat,18,1388
2x1Wj06fMG2nIKfVOMMzFr,6,1143
0ldYPKM0zBTLFLAcvbr9Yv,3,364
0r39oXMFV6gaPIRAtr4JZv,1,78
1pmD2NsMRDPAlDyMPJlNAB,0,10
4TH6NjOcy3v1oP2Dq2ul3W,0,499
7Dzo6wDIrAdhkyaLyPuhfD,9,539
4svakaTROE14ZXE9gbCDRE,0,80
1IsSRtMGl6n1s02HxNDhLw,0,145
4QWTH47GMiEHf0UlJK7tB0,5,1012
7vb6mepw0lXidCQcm5AoN0,4,138
0YR2zBCixKxGg5go4LvjA9,22,4670
5lw8OY8ZbBtzX8En8UwMAM,0,88
1mwbzhowyG1SDxFSWyLeKC,42,41899
6APnwoSgygJU8HR7EHVSyK,39,38792
3pj8yUKN5sRyQS1xkRCTFi,40,34472
4OWTArXp2qmcQiwSi3tdPN,1,220
4KDKpEbJdngtouu0fSiNuW,27,11466
0Lt7O6iO9KuESTgVq5pQcv,0,121
557SGrCJ59ysjCE1xjVZbS,43,101766
3zPQg7VHzOQZRF7zTJYYks,4,1604
2yAzTbsX30WKUFmCfWiaIT,21,2057
2xvW7dgL1640K8exTcRMS4,50,742877
7wFw8VVSRHWSDRyaCsPUTQ,25,9723
40jVwcSpI2H0aXl74aq3uo,1,376
054Z1nYoU6dQKHVmFNgbFB,2,147
5k7Y2t4cB5dG219QgFCvXW,37,23797
72PvGatrHUWZIbyyntvdpM,35,28859
3ZEVCSPdokOgNx4uaueOdi,26,4917
35FdKwFlsu481ICXD6VPU7,43,159032
0c103ZyWDycpfVxR0lNrjm,40,49497
0lTFoa1tzm4XUdb5BOon3L,8,330
6iY4jII9Vev8rJjo4BN9uD,9,1056
5buIkMMtZliiooCLtKI0ui,29,3595
3ZUI362BbNMdNjI3GiGMPo,33,10590
6POAke5caAUaTXxZG1fZPh,4,853
1YfTLG8X1AGBhEuUegQJrb,26,13607
32if7naF8Ix65zErmMv3pz,0,26
28JPqJh7jsUuxus33Kfwe7,46,212324
0CoqyOrLXvkNawK6f3GNZ3,1,421
1Hw5doS36InZblqXc4lUil,34,16777
6esxRpRlB73YqS63CDjss7,21,1556
6xlrAAgxcRlgCXnbg2hcFc,48,178498
5xmiSbH74cO0Vd7qMhsjoA,11,2043
35FdKwFlsu481ICXD6VPU7,43,159032
6skAvH5F3We8Q2aw4GjoXZ,27,1688
5K1uuNpxgmkaxARPhzaCEP,1,45
2ITHVyvAsiSohSaR93VLcU,6,115
35QNxIS3w7AC2R2vrAlrhT,25,2907
30fXKjFrJ6I9tfwia1ZZMG,49,42611
5Vu87j6vCvfwc7FNVGnBwk,53,99296
5YkBrE0wF8cAlq3GCOw5Eu,47,308519
2SjlJe4MbPmGLwdEBuMrBV,36,6626
75S7aurvx7TBk25P2WTgln,12,766
3c9eLJ2s9SnsoWQHHA4K6i,28,6875
6UXPQ8ssBW6xatRmsEQgxH,10,3229
1jZfA0AdL9iA5PPLwoVvy1,44,41516
1q7g5SBAxtjizS3Vcof6Y6,52,54161
2TE6RyOx142d9JytoLlawJ,14,733
4UW65n6QZ8YmanLPuUXVui,45,36306
4PFKyFSnjuIyFpdT02plTj,25,7954
4JmNcZTOHBnR8PYl4LfIX6,43,61178
3S3gHwGPL54Hn3UXDWvAFE,8,1350
21SGPaOX4nCXLyZ4Ek1tWs,3,262
2MuFzH1J5I6gGFYo2qhZmX,52,218411
3xiMlcfR162PpRFXtCV6fE,20,2630
5mTg1ztZByLRHsOEtwmT4G,46,223025
6UwPoe3ZqpC4OUuKgIinVW,25,2502
2RBwFphGPWgoziqyKVmb41,3,467
4lhBMCT7lrlB5PmbwxhtbX,0,105
6NzbkRKaakvLYycrinvxm5,20,1268
15WmLGpjQWkErIMQXQ1Yx0,1,118
2jtxfjmExjifKsSAHdEGIa,7,303
52fQM2SYLDE3dEtHeEqiss,2,226
2e57mFQFfH7BwOUHkS47J2,1,128
7xdhjoe3BsZ424E2xGdOpe,18,11710
5w3ZoraaF1jdhvU2qkHcEH,0,33
4ESrVjoUNUtw0QUZl6t3nF,2,688
1LiML7wd2CE9dYq6JSeTjl,31,25997
1KCbJUJMBMWPE0n3jskSz8,15,920
7gjqZ8coFZimZDtdk04WP1,61,88954
5mNowcxxg3M2Iros4GTfXw,34,10173
4WOaecAM3RMMmrbZzNx0vu,43,86391
21SGPaOX4nCXLyZ4Ek1tWs,3,262
6FCUGgR9Bf7zx8q7Sog9dN,30,7846
2kCO8LXN1usaOPL3iEE28I,70,607848
3rw1MKkbLTZw46AqC7gRpH,38,10876
6a3Mfrn2XBR1DfPg1QGa1d,45,160905
5pJ2pz0jrulWmS23wiPknh,31,17427
0xTjrY68V2oc6mOUKXBvv8,23,6906
1ra8ujbJcZrV5aUjcfzFKs,52,49107
67GGyFejJ19UWUjJlLhJq4,37,5648
4VA3EAvncrTucjTmrvd4GE,49,203013
1zEgVwAUxnTP5DDnmZbJnw,31,8251
6V70yeZQCoSR2M3fyW8qiA,63,145588
3MM8mtgFzaEJsqbjZBSsHJ,60,1043877
5gaElx30yTGGiOCVnml29N,42,11012
2KPQ6PYAZapLEwMmkzbQxC,47,52391
7qRll6DYV06u2VuRPAVqug,60,298957
7fWrZ2q4fGZAnuCPfgSU52,46,22186
6Zyna13TkHdrEc4NFljS9u,42,6766
1VQ8riQ31zVHtlxiCC9EZE,60,165915
1GSLjV7vq6pSsNAEFwWSbn,28,6506
24SwsBq76FnNeXW9Do4wPI,44,42867
5IWCU0V9evBlW4gIeGY4zF,51,158303
4vdAgNz4vrUZVvS0CaVvGJ,40,66051
3Fg3y3Gx6hwdzb9sEOWHEW,33,11844
5Vu87j6vCvfwc7FNVGnBwk,53,99296
7MCJftC3hnkmL0SS7KiDwm,40,2631
74ILynpls56WeC7FcBq0fF,22,1837
5eerVxtb9lY9p6D7m89Bs7,36,62664
6zUWZmyi5MLOEynQ5wCI5f,52,736745
09bP40OuEV5tOM1rQnZNxI,43,26562
4De2r7QdHl1eZwnEnQ1IzE,45,16838
7uuvPwRD3I1UHDPNnbaY6C,37,18718
6L95H90mXRQPcFar4Q7tAm,36,13116
5awQWdBpLqN2KFVRN8w56T,49,119844
0nnYdIpahs41QiZ9MWp5Wx,59,163526
3qDMrpZHtZEtVl5i1l7hP3,54,138608
4BzCdhJTyTS3gumq9xmymb,57,158401
0g3NiCRhEv7M4SEDMrpItN,52,170327
0aA1GTrIMutjIh4GlPPUVN,54,137606
4igDSX1kgfWbVTDCywcBGm,52,211036
2ABBMkcUeM9hdpimo86mo6,53,152524
48vDIufGC8ujPuBiTxY8dm,58,200659
6ilYV5oF8whllOnm4VZlYR,49,160085
4PjY2961rc0MHE9zHYWEnH,50,94279
7BYLAgXd3LygQ9aJupZ6p8,43,16716
3P3iJ6AlAdlb4tYAu00Fhk,41,35135
4EukMPjtYsdi87lkU1hIxN,47,64354
5HyacDSdBkCTDOBoX49ayp,30,81888
5ZW7HlSuZz8ng2X21cXbdP,46,87565
7MCJftC3hnkmL0SS7KiDwm,40,2631
7MCJftC3hnkmL0SS7KiDwm,40,2631
3P3iJ6AlAdlb4tYAu00Fhk,41,35135
0pjzVvlSShyf6ZiWa7ICzw,28,3924
2bmhdBR4FyCbRIBSFoLTuE,42,21826
34482S5nfxR441wcnVfrHi,49,132316
3ZXXJ9nO1Dn9B0AJ25eAQY,44,46309
3wrP5yf29ZP9v73yVEIzE5,27,8230
2MhSGHf6gIMHkHPNs1W1zU,31,9029
4ze1UwMqtSlhTgnyk8LrW3,52,192184
3ueZVX55ehCZVl46S1YTcj,27,3183
29f8h7eSlWQAUyfjkdOUGe,45,7253
3BTuN1pcDkVS0kCCFGK2jB,1,226
2EhfapIZ3jFUcvf0GLu0k3,0,20
38VfUvRpU0Tn6COM6AvMH0,38,49226
0ZZBzndaYgoAtcc9T73xqc,24,1179
0kjtAQI9niv8tH33QkhuuM,7,707
3ZtIhDSOuRkpDyqjx53X1R,62,269287
0NY0RBVNoMzyvccoBcs0pX,1,25
6V6PVcKsN7s2GUtZIoK864,35,1997
6vZdwFEIGLGZtBEtUHqZgU,1,72
13e0bzzClUAe2GXrdI219R,2,318
0hlfPCo0jrznvYgctoK3e6,23,3390
6OAUJXe2dPNUp5eMkh1ErT,20,659
6st1CtuiLN8lAI1aKcHaIR,2,188
7E6r9S8qCRfZVCjF1A8do6,49,42578
6TUFOPN6wpgEKw7viWBvmQ,16,49
0ypZZtxEt7WJHjFIof8qWi,15,3883
0uQNESRwfBKuhWkfuKoJJY,7,1106
09K1H1DgyIXHsMx2j7KTFX,46,155767
6tlGbBd1uh986dkCCOoMfO,13,632
7IkCnJuIFuZyvZb60a5DEe,42,7007
7MXsu694gc1X8K6s7XPmw4,26,6147
0OVfimlbekXaMrP8IoCzHJ,42,69717
2yjrapPwMzEXFIUgZrxBV5,1,135
55EEMVysOzhsLWSDzB5zhf,22,3247
6wPE7BWJY2JQWAsq47EELV,2,109
4QBgq1iTGFudMo9MXlatcC,34,15607
53QBC13AaAEh9AgmUFx5CH,29,17439
65e1Cbe2aHPAXiLWBJaYbk,29,20910
1fHiTME799pW2QlBG6yNjV,40,16333
7wgq6QJrXri0Mn31MCZmnt,25,1150
5DXud95iAtgp0CQAwK0yWA,20,4801
2Tzh2zHsSIBYCkytK2L82k,30,5342
3lkwqHO5vO9jUlmJd0N5aC,41,8730
4NXhp4epJhW7XT0bXtfstI,14,1042
7sDLfpP2dvqgw6WAZD1NuX,12,1727
6Ch73ltUNtToe1arCxFWd8,11,196
0vqJkZ0RpLZixt3lTmD8vP,62,249270
2H348ORtPqCyeJllhI8ddB,32,6141
5Ae1YrTP8dkvA710BlvLOa,6,3706
18OWRTT7JxPDabfsXSrryg,14,2568
2XzgFZaHCLVqB6aP3GoGfC,1,223
2XzgFZaHCLVqB6aP3GoGfC,1,223
2XzgFZaHCLVqB6aP3GoGfC,1,223
2vylKAxeoJ2dAwIi9ck762,51,97095
2BVE7Pqd8kxv9xEsuvoJoE,47,62922
51yyeVxyvecgePAWXmeLUE,59,189604
5KXdJKZm2dVPkKmbitndiR,27,11163
3SGY4Rv8QAa6mtLMoQJ5cg,19,302
73p3pTaf8VddyBnLoBVTKU,26,13009
0SquRSkIJbzPqCUxG2EZMi,46,53908
2yp6zqk49KOKKrOSSsUb75,50,130123
0SquRSkIJbzPqCUxG2EZMi,46,53908
1OOk5VJkOO7MX36i7BpieJ,18,114
1UoPectu9C3iciTtMZOz3q,19,1558
6kFay2DQ5aZfeu5OsrF3Pw,46,175192
20gFWTh2tofhLIjyn2fHeG,27,3678
2hThsqaVEAWhWPBXnaOfB9,45,97951
3inCNiUr4R6XQ3W43s9Aqi,57,448225
6hl5k4gLl1p3sjhHcb57t2,56,258019
1i2zZyq0EYXirqJ6fNa9Vr,18,1288
7E2ioKxoxI2J94tUkIx6As,56,115772
4wXchxfTTggLtzkoUhO86Q,56,300610
0n94vC3S9c3mb2HyNAOcjg,63,1000230
4ONwFcI8RGvYMG1vEIdS11,41,21584
0wXaC3fHGVXbhwn5iLZMMi,36,26413
65vqyT3OjG2zvb3cO1s44j,27,6387
1IOeIjSSt8AcZXEriZXcvx,24,4263
37eqxl8DyLd5sQN54wYJbE,49,77718
1bNgeTuV3MlkAq64Ybvcq5,40,31593
1He0ZKninbT4FMEV9hUZKn,48,37673
5nlQijI9hZ50keRqmLVov1,46,16078
6yULqqTzvfwsEonNzu7iJQ,34,18149
7e3FtKBIPLrIVm8g1FJMVg,49,179625
4tvbo17gXpYgSr8sTlkaby,38,34151
5J3QKfJDFyjR3Q2qRcRaIU,49,52001
66ScZxprvrMbCtN4ivA0JX,41,45087
3Wok7FweiLrlia97LMCJh1,34,24018
4Cedjq5BQL3MhapRvDpFED,48,197154
09TbfG9329V26zqpb7IQT5,28,11544
2AubscTHZ6Gqo7hlIyDEaH,22,4757
4Tw4dkjsR2UKgQv3sFwRCp,29,7011
7J7btQloI9KSJg0o4e9Fno,47,331959
6OlDgJ70HNhW4OzaIiOX6E,1,30
2XzgFZaHCLVqB6aP3GoGfC,1,223
2XzgFZaHCLVqB6aP3GoGfC,1,223
7tLkQje1Hr44cnNKqS06w9,13,1607
3Jarv4dvk7d9k6AkqDUVJg,41,10219
7EnLmrL4jTZKjeseaZyA0L,41,15612
2PTaOFGt3LsV1g8kg1DVse,28,4263
4mStQ3gsuRt6YDkloBov32,43,49086
5cbFRX9vfBg6rtjN1V0VTI,28,2278
2Mk7yrY8Dt93tvVhyxh8Zj,42,60079
2XNJ1dXD5AjaHZTSM7qPlH,42,34350
7fYRHchdv1p5hyJaeoKWlB,45,44185
4OIDWn0ASVx73rysnf6pqA,27,10063
3Ed5mxWV908VkLCADsgqeh,35,20903
7KKKewRz8PCindxuBfnLPp,27,12362
4WCxqglOLB9kHPSsTNap7q,28,1260
1grNAkAHEaQSOCifKwW53L,35,51547
5piEbDj9Q4qiZvNO8Gktv7,44,105702
7Bh3mJylGjtGooatKp14XB,3,222
7h6TWltY0xXFMsSjNrEdMB,5,344
3uTHsExuHQvJHkYvcqsqWi,5,105
09Sh0bFteXDeMFMLdjldlu,18,2818
1y793kDfhxKcz1gX3E22bN,24,3519
0QJ6UGJTZ24VipcqhopNOd,13,2577
2nUbg56ljfs5oXyB1UNiY8,41,32167
3GLHEmKtQdky1BaD4wOAca,1,266
7dEx5Gii91YpvTOzrrvx5L,33,18802
0c103ZyWDycpfVxR0lNrjm,40,49497
3GLHEmKtQdky1BaD4wOAca,1,266
5DkmrXKeWgDS86KKEw45o6,50,169727
5oCjNbbacSWPgnNTEG71EY,1,72
1Y4VvDSQ6qNvIbM1w11dh5,8,1835
7vByi0TCh4wNTdqNK7dNqe,36,13139
0QDq02iIG68TRFzwFbLnGQ,2,55
0k5NrYJAazGYrIhzrDslcT,44,83106
61Z2BOlo3ftkPvTGqb8j9a,1,122
7tUEK9O187Wuk4JvcKRvPI,1,599
38RwJ1Q1q3Pb8Ekm2lTgV5,0,93
0D77POYEzzGCwxFGJjfPop,24,6705
22RISwgVJyZu9lpqAcv1F5,58,401845
22RISwgVJyZu9lpqAcv1F5,58,401845
22RISwgVJyZu9lpqAcv1F5,58,401845
22RISwgVJyZu9lpqAcv1F5,58,401845
22RISwgVJyZu9lpqAcv1F5,58,401845
22RISwgVJyZu9lpqAcv1F5,58,401845
22RISwgVJyZu9lpqAcv1F5,58,401845
22RISwgVJyZu9lpqAcv1F5,58,401845
22RISwgVJyZu9lpqAcv1F5,58,401845
22RISwgVJyZu9lpqAcv1F5,58,401845
22RISwgVJyZu9lpqAcv1F5,58,401845
22RISwgVJyZu9lpqAcv1F5,58,401845
16AIsiZAml6sFZCwiin97x,14,554
1ga4lWS7NtKo4r9jNSWumc,49,66561
01Ru0hfWYNVxQHtFkvYY7r,28,7952
0q3MCOdd2qGlN2TxJdr0SQ,33,1640
0M5ZqgCaOD50mhV4TLJ7YG,6,127
717ODUlB55WeuKzpEKWXqB,0,31
1t20wYnTiAT0Bs7H1hv9Wt,63,947400
0VIiIxTNLeJOPoMLabwNtr,55,96363
1jhdZdzOd4TJLAHqQdkUND,51,115292
18uWEJjNVCX7fBwUBokiIJ,16,1258
6VhMapJ9XWmG0jPJp3mcIw,5,812
3Lx3LW1eYrkig48NsWAPdh,28,2921
31tKAz77HVjv8W0uqzDNwu,33,8402
0wgZM1zPnx5I5LkKA3x3ct,0,152
0aWSylARSZCDo7vTDgvKbb,27,19734
15xi6ZLo2FysASir2Kq3SB,3,757
35l9BRT7MXmM8bv2WDQiyB,72,1185495
5sWHDYs0csV6RS48xBl0tH,70,1667159
11O8jS9NNmewQkpiGXu0eb,30,20103
3QGKsAfhZdldQCLuLjk6zl,55,421805
4uKVLCvDKjjNM58cXtKitT,29,17956
5U2ZCAePO7c2os72YAYBKt,29,20603
4M0FHorc9Coefb8RhmOey7,21,1762
334rbdCelv5OxEFQdIxXB2,2,165
3pj8yUKN5sRyQS1xkRCTFi,40,34472
3WwL2Gya2VH0zHzOdakOX2,38,39223
3PsepAwOMZT9vSREseiDW5,16,1275
2Sxu0c4gjaQiBr1Id6czHN,27,16428
2H348ORtPqCyeJllhI8ddB,32,6141
1lTYjp4f7o4NscNVZYPECR,0,131
70ZDhrqoXsWhA23HgtYp9w,16,569
6mC5eB9MR7ni6nHu4K3dHg,2,361
0ilNQO5JFNbZilTnNcB4CB,4,457
6U9zwix0yp800xsHQdH89E,22,7329
5ivCbtrcD5N4rD337xIb2z,59,418694
2v3gpVjL6OOm6ssDZaJYnm,28,1637
4JgXlDN8sCvwjFeFlWnsuf,37,18397
2meUQKRm9yos5hbsWl9TRq,28,2956
4eR9k3I0YKCQUvvP2ojptw,43,25160
5tNta0CVypuA1JvY54DEyN,36,1041
28oQSgNZXIuCrcZXXJ2KXO,27,13758
5LLn18vxU1UTY1ypouVGNW,24,3557
2RBwFphGPWgoziqyKVmb41,3,467
375HNJaEHOTNzJiTY3yrNB,2,309
3tfAhUqw0IOsh0TVdnUKS5,1,188
2zRWG3p44MolU5goZINmj4,20,3841
5vLL9VcCC2y13B2BKs2uWI,21,6585
38Gs10vnRQfKJ1ayxh7WsG,0,193
1ra8ujbJcZrV5aUjcfzFKs,52,49107
1vkWdqcabQ1swciXipkLBj,62,287705
2VL6HPPI1raa3qKW6NUNBR,35,26741
75EyBBrypGbb1fNT8dagLM,27,3919
1kELNMadpWBN7W2moY0h9O,17,987
75mafsNqNE1WSEVxIKuY5C,59,471218
3zMir00BoCKhwNTjlT61KN,43,107032
5P6mPJKEwpIgjFIIFZhEma,44,74696
0sYlth2PW1zWJMEU2vCukz,53,67261
3kbBWco9PZ5eSQsNScwG6U,50,254840
0nJaMZM8paoA5HEUTUXPqi,58,283992
2SaIA1enj83vEmJikZdjQ3,45,85930
5Wj0an60VgRckYV9zlDe1e,44,21601
2KjAo6wVc9d2WcxdxSArpV,62,430662
6bJCrLZcvsBMzve04BmgwS,50,48176
33LSz2nhC8pCPTb3pd5add,47,105097
0k8UHfMqW86uvhmhHiYzj3,52,110573
1ra8ujbJcZrV5aUjcfzFKs,52,49107
3DWWL4kwLZMBLsmVsbZYHR,37,65039
2T4kh33TYdnDesvlQyRst8,64,395910
2W4apaxME2OLw8qqhZK7aJ,43,23433
5EJHdetWppJ5mcyyU2HN52,32,4890
6HyT9nfsNKEtu76UKQBD5g,43,6738
0QAUXHfwmQX7joTPDD4gqI,1,386
6QtC2T2DmsEmFBQHkP1YkM,4,51
0q3MCOdd2qGlN2TxJdr0SQ,33,1640
15xi6ZLo2FysASir2Kq3SB,3,757
